Question,implicit_zero_shot,explicit_zero_shot,auto_cot
What direction does Australian Grand Prix and Adelaide Street Circuit have in common?,What direction does Australian Grand Prix and Adelaide Street Circuit have in common?,"What direction does Australian Grand Prix and Adelaide Street Circuit have in common?
Let's think step by step.",
"Which rock band was formed first, A Rocket to the Moon or Superheaven?","Which rock band was formed first, A Rocket to the Moon or Superheaven?","Which rock band was formed first, A Rocket to the Moon or Superheaven?
Let's think step by step.",
What were the characteristics of the historical inhabitants of Macau?,What were the characteristics of the historical inhabitants of Macau?,"What were the characteristics of the historical inhabitants of Macau?
Let's think step by step.",
how to do transformer ratio,how to do transformer ratio,"how to do transformer ratio
Let's think step by step.",
james a banks net worth,james a banks net worth,"james a banks net worth
Let's think step by step.",
what does a transfer case do,what does a transfer case do,"what does a transfer case do
Let's think step by step.",
What is the profession of both Daniel Greenberger and Anton Zeilinger?,What is the profession of both Daniel Greenberger and Anton Zeilinger?,"What is the profession of both Daniel Greenberger and Anton Zeilinger?
Let's think step by step.",
what year did the first cobra mustang come out,what year did the first cobra mustang come out,"what year did the first cobra mustang come out
Let's think step by step.",
"When did the series that had an American professional mixed martial arts fighter born on August 13, 1972 as a contestant premiere?","When did the series that had an American professional mixed martial arts fighter born on August 13, 1972 as a contestant premiere?","When did the series that had an American professional mixed martial arts fighter born on August 13, 1972 as a contestant premiere?
Let's think step by step.",
cost per year for audible,cost per year for audible,"cost per year for audible
Let's think step by step.",
"How many feature films has the Irish-American actor who appeared in ""Frankenstein"" (1994) and ""Practical Magic"" 1998 starred in","How many feature films has the Irish-American actor who appeared in ""Frankenstein"" (1994) and ""Practical Magic"" 1998 starred in","How many feature films has the Irish-American actor who appeared in ""Frankenstein"" (1994) and ""Practical Magic"" 1998 starred in
Let's think step by step.",
What is the name of the intermediate cable car station that is used to climb the Titlis mountain in the Uri Alps?,What is the name of the intermediate cable car station that is used to climb the Titlis mountain in the Uri Alps?,"What is the name of the intermediate cable car station that is used to climb the Titlis mountain in the Uri Alps?
Let's think step by step.",
"Which case happened first, Reynolds v. United States, or Adarand Constructors, Inc. v. Peña?","Which case happened first, Reynolds v. United States, or Adarand Constructors, Inc. v. Peña?","Which case happened first, Reynolds v. United States, or Adarand Constructors, Inc. v. Peña?
Let's think step by step.",
secant geometry definition,secant geometry definition,"secant geometry definition
Let's think step by step.",
what is morocco main language,what is morocco main language,"what is morocco main language
Let's think step by step.",
"Where did the prince whose name means ""fortunate"" sailed to in 1170?","Where did the prince whose name means ""fortunate"" sailed to in 1170?","Where did the prince whose name means ""fortunate"" sailed to in 1170?
Let's think step by step.",
What team was the current assistant coach for the South Florida Bulls re-signed to after being released from the Washington Wizards?,What team was the current assistant coach for the South Florida Bulls re-signed to after being released from the Washington Wizards?,"What team was the current assistant coach for the South Florida Bulls re-signed to after being released from the Washington Wizards?
Let's think step by step.",
what is the function of membrane proteins,what is the function of membrane proteins,"what is the function of membrane proteins
Let's think step by step.",
"Which air force base is the headquarters for the Eastern Air Defense Sector and located 12 mi east of Panama City, Florida?","Which air force base is the headquarters for the Eastern Air Defense Sector and located 12 mi east of Panama City, Florida?","Which air force base is the headquarters for the Eastern Air Defense Sector and located 12 mi east of Panama City, Florida?
Let's think step by step.",
how common is Achondroplasia,how common is Achondroplasia,"how common is Achondroplasia
Let's think step by step.",
what is orgonite used for,what is orgonite used for,"what is orgonite used for
Let's think step by step.",
do anti inflammatories make you gain weight,do anti inflammatories make you gain weight,"do anti inflammatories make you gain weight
Let's think step by step.",
 Ike is a 1979 television miniseries based on a 1948 memoir by a member of what corps?, Ike is a 1979 television miniseries based on a 1948 memoir by a member of what corps?," Ike is a 1979 television miniseries based on a 1948 memoir by a member of what corps?
Let's think step by step.",
why are abandoned villages in spain for sale?,why are abandoned villages in spain for sale?,"why are abandoned villages in spain for sale?
Let's think step by step.",
Which is the Familypedia person ID for Clement Attlee?,Which is the Familypedia person ID for Clement Attlee?,"Which is the Familypedia person ID for Clement Attlee?
Let's think step by step.",
what are endorphins,what are endorphins,"what are endorphins
Let's think step by step.",
