Question,implicit_zero_shot,explicit_zero_shot,auto_cot
"Powell Observatory is an astronomical observatory located near Louisburg in Miami County, Kansas, near Kansas City, as of the 2010 census, the city population was 4,315, in which country is it located?","Powell Observatory is an astronomical observatory located near Louisburg in Miami County, Kansas, near Kansas City, as of the 2010 census, the city population was 4,315, in which country is it located?","Powell Observatory is an astronomical observatory located near Louisburg in Miami County, Kansas, near Kansas City, as of the 2010 census, the city population was 4,315, in which country is it located?
Let's think step by step.",
how to pay loan on sba,how to pay loan on sba,"how to pay loan on sba
Let's think step by step.",
why use sea waybill,why use sea waybill,"why use sea waybill
Let's think step by step.",
"What actress starred in an American-Canadian drama television series between December 3, 2000 and August 7, 2005?","What actress starred in an American-Canadian drama television series between December 3, 2000 and August 7, 2005?","What actress starred in an American-Canadian drama television series between December 3, 2000 and August 7, 2005?
Let's think step by step.",
"Which player from the Sacramento Kings had 9,014 career points?","Which player from the Sacramento Kings had 9,014 career points?","Which player from the Sacramento Kings had 9,014 career points?
Let's think step by step.",
"Mad Men starred Jon Hamm, Elisabeth Moss, Vincent Kartheiser, January Jones, Christina Hendricks, Bryan Batt, Aaron Staton, Rich Sommer, Maggie Siff and what American actor born in 1977","Mad Men starred Jon Hamm, Elisabeth Moss, Vincent Kartheiser, January Jones, Christina Hendricks, Bryan Batt, Aaron Staton, Rich Sommer, Maggie Siff and what American actor born in 1977","Mad Men starred Jon Hamm, Elisabeth Moss, Vincent Kartheiser, January Jones, Christina Hendricks, Bryan Batt, Aaron Staton, Rich Sommer, Maggie Siff and what American actor born in 1977
Let's think step by step.",
"Who was born earlier, Ricardo Iorio or Sarah Nixey?","Who was born earlier, Ricardo Iorio or Sarah Nixey?","Who was born earlier, Ricardo Iorio or Sarah Nixey?
Let's think step by step.",
In what year did the eruption occur that laid down the lava upon which a famous forest visible from the Tenjō-Yama Park Mt. Kachi Kachi Ropeway? ,In what year did the eruption occur that laid down the lava upon which a famous forest visible from the Tenjō-Yama Park Mt. Kachi Kachi Ropeway? ,"In what year did the eruption occur that laid down the lava upon which a famous forest visible from the Tenjō-Yama Park Mt. Kachi Kachi Ropeway? 
Let's think step by step.",
What World War I battle took place the month before Max von Hausen was relieved of command?,What World War I battle took place the month before Max von Hausen was relieved of command?,"What World War I battle took place the month before Max von Hausen was relieved of command?
Let's think step by step.",
Who is the writer of Capitalism and Freedom who holds position as president?,Who is the writer of Capitalism and Freedom who holds position as president?,"Who is the writer of Capitalism and Freedom who holds position as president?
Let's think step by step.",
"What is this association football award that recognises the best Premier League player each month of the season, which is announced with the Premier League Manager of the Month, currently called?","What is this association football award that recognises the best Premier League player each month of the season, which is announced with the Premier League Manager of the Month, currently called?","What is this association football award that recognises the best Premier League player each month of the season, which is announced with the Premier League Manager of the Month, currently called?
Let's think step by step.",
"Which businessman, born in 1853, made his fortune in Kimberley, South Africa?","Which businessman, born in 1853, made his fortune in Kimberley, South Africa?","Which businessman, born in 1853, made his fortune in Kimberley, South Africa?
Let's think step by step.",
Tell me an arithmetic calendar that has the word calendar in it's name.,Tell me an arithmetic calendar that has the word calendar in it's name.,"Tell me an arithmetic calendar that has the word calendar in it's name.
Let's think step by step.",
What direction does Australian Grand Prix and Adelaide Street Circuit have in common?,What direction does Australian Grand Prix and Adelaide Street Circuit have in common?,"What direction does Australian Grand Prix and Adelaide Street Circuit have in common?
Let's think step by step.",
"Which rock band was formed first, A Rocket to the Moon or Superheaven?","Which rock band was formed first, A Rocket to the Moon or Superheaven?","Which rock band was formed first, A Rocket to the Moon or Superheaven?
Let's think step by step.",
What were the characteristics of the historical inhabitants of Macau?,What were the characteristics of the historical inhabitants of Macau?,"What were the characteristics of the historical inhabitants of Macau?
Let's think step by step.",
how to do transformer ratio,how to do transformer ratio,"how to do transformer ratio
Let's think step by step.",
james a banks net worth,james a banks net worth,"james a banks net worth
Let's think step by step.",
what does a transfer case do,what does a transfer case do,"what does a transfer case do
Let's think step by step.",
What is the profession of both Daniel Greenberger and Anton Zeilinger?,What is the profession of both Daniel Greenberger and Anton Zeilinger?,"What is the profession of both Daniel Greenberger and Anton Zeilinger?
Let's think step by step.",
what year did the first cobra mustang come out,what year did the first cobra mustang come out,"what year did the first cobra mustang come out
Let's think step by step.",
"When did the series that had an American professional mixed martial arts fighter born on August 13, 1972 as a contestant premiere?","When did the series that had an American professional mixed martial arts fighter born on August 13, 1972 as a contestant premiere?","When did the series that had an American professional mixed martial arts fighter born on August 13, 1972 as a contestant premiere?
Let's think step by step.",
